"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
4665.96712918459,-1.01384611249889,0.204489591263612,-4.95793505299701,7.1246370508939e-07,7.10774565160723e-06,"PLEK2"
20.5557849568838,-3.25620831610828,0.413926372465883,-7.86663651487118,3.64303150996888e-15,2.14603245486948e-13,"CHGA"
267.865456423879,-1.28492284514825,0.204319061728368,-6.28880552934651,3.19917927777658e-10,7.03446824556031e-09,"BDKRB1"
301.479886031449,-1.15289748501813,0.333175654122581,-3.46032932104326,0.000539515132132491,0.00241875804742651,"DHRS2"
10136.6099303583,-1.03963915092774,0.169918680195568,-6.11845118930518,9.44892150433974e-10,1.87488735255029e-08,"PLTP"
1408.41189522234,-1.49136640598247,0.185368616821145,-8.04540936625446,8.59575985909744e-16,5.7857198576217e-14,"PROCR"
12.9473039330298,-1.2020032335016,0.339384647019338,-3.54171363984272,0.000397536789516934,0.00186126898715377,"HNF4A"
110.041515702126,-3.31084001539737,0.452309949545911,-7.31984785813629,2.48252249615557e-13,1.05827531569987e-11,"NTSR1"
19.0112805215841,-1.10288807407272,0.361423169660401,-3.05151458637533,0.00227689985334633,0.00826475871506275,"NKAIN4"
2850.22169480006,-1.14923272085619,0.199184734957603,-5.76968270736615,7.9420927604965e-09,1.2778582284492e-07,"PTK6"
44.0021156113175,-1.47336058684643,0.416736903828058,-3.53546943722154,0.000407051328600035,0.00189875866835491,"RSPO4"
245.148754519025,-1.12129439516735,0.197664090031884,-5.67272687207109,1.40542209365505e-08,2.12663965278452e-07,"SNPH"
0.939941895370493,-1.47347899106514,0.512590834779974,-2.87457147316655,0.00404576189148137,0.0134468670512893,"PDYN"
222.961392513168,-1.27928161164876,0.30207436563684,-4.23498898674089,2.2856290751561e-05,0.000154026457053482,"PLCB4"
43.0601764183701,-2.4264323390758,0.625016209459131,-3.88219105737362,0.000103519491291314,0.000580978232197643,"PAK5"
1063.94975276023,-1.80753675968668,0.315286696666316,-5.73299406159115,9.86730895051887e-09,1.55110810207502e-07,"LAMA1"
934.67682428149,-2.28956347619546,0.240217290825285,-9.53121845779499,1.55447860052066e-21,2.46509216470567e-19,"SRPX"
79.8146507789329,-2.11395477899889,0.368724880320858,-5.73314927150932,9.85827994363392e-09,1.55030348419424e-07,"PCSK1N"
147.594522860519,-2.2134993814049,0.576578568936828,-3.83902472387491,0.000123523993011669,0.000675463269372085,"GPR50"
140.462020714792,-2.80748919422012,0.360080229531255,-7.79684349200416,6.3474884216691e-15,3.54941486123503e-13,"PCYT1B"
