"SYMBOL","CESC_LFC","HNSC_LFC"
"ABHD6",-0.534783726743725,-0.305076667379089
"ABHD8",0.203233566306775,0.45080977698302
"ABI1",0.330705878240809,-0.23167210554149
"ABI2",-0.706490968235875,0.127502198229188
"ABI3",0.81456353868178,0.524898376965819
"ABI3BP",1.24884003622153,0.726581256841209
"ABITRAM",0.37603281251113,-0.039536460404083
"ABL1",-0.187047334471309,-0.00320219612033411
"ABL2",0.0948410068434673,-0.842037653766253
"ABLIM1",0.897942782512134,-0.437853337922075
"ABLIM2",1.38933293366068,0.219745384079498
"ABLIM3",2.32538093488566,-0.249943811561208
"ABO",1.43020283655898,0.589782067184822
"ABR",0.657416988323616,0.0527082609596523
"ABRACL",-0.290149945928107,-0.0722663474103218
"ABRAXAS1",-0.41186477636566,0.245805390020956
"ABRAXAS2",0.154580952869126,-0.0789085465188517
"ABT1",-0.0114406180135522,-0.017560311423055
"ABTB1",1.18460793283062,-0.0670626325978762
"ABTB2",0.303621382079525,-0.341754632945056
"ABTB3",0.803850453284549,-1.18921559032695
"ACAA1",-0.650298435895153,-0.415919767584516
"ACAA2",-1.29099405812209,-0.161377625922283
"ACACA",0.422262119107713,-0.072615154639129
"ACACB",0.460842089542309,1.23774224715569
"ACAD10",-0.0804126875553942,0.0132167810217404
"ACAD11",0.360660564159158,0.160579625908532
"ACAD8",-0.45370504777123,0.102730167447314
"ACAD9",0.717465984620344,0.239678204290583
"ACAD9-DT",0.993479727095745,1.25104750090339
"ACADL",0.198694184076167,0.720312277383006
"ACADM",0.31350546156516,0.297196351207535
"ACADS",0.373991449541171,0.366779329545608
"ACADSB",-0.864317432952899,0.252280885332975
"ACADVL",-0.269909111718968,0.00526486044351828
"ACAN",-1.88395130415847,-0.612199774577683
"ACAP1",0.991763359143988,0.688014424497654
"ACAP2",0.557757695536767,0.655829352572549
"ACAP3",0.596295121968135,-0.124705850285066
"ACAT1",-0.335724900017964,-0.354799322888634
"ACAT2",0.23383050152643,0.543966241686858
"ACBD3",0.136719297953819,-0.266733585155854
"ACBD4",0.112398539169024,0.559203875426963
"ACBD5",0.27129804603596,0.260640797131068
"ACBD6",-0.319017620553898,-0.0529865648342716
"ACBD7",-0.863786648690957,2.66069831781636
"ACCS",0.255519874573099,0.0448929049806883
"ACD",0.63634071735615,-0.223655894007563
"ACE",0.131997531158797,-0.153077685902562
"ACE2",2.23388055093781,-0.561601284041761
"ACER1",1.85843011135775,-3.33426859791359
"ACER2",0.592583992427051,0.427493156744173
"ACER3",0.0599902077252373,-0.684296981371508
"ACHE",2.19197993909628,0.532540185136039
"ACIN1",-0.151852330044648,0.0878182770713407
"ACKR1",1.28726026269161,0.154821636374063
"ACKR2",0.972428978550468,-1.02817093233481
"ACKR3",0.774747310966669,0.116421429154501
"ACKR4",3.16600591507596,-0.971694633762082
"ACKR5",0.463308612712165,-0.287066182941819
"ACLY",-0.266457870739577,-0.617341062289608
"ACO1",0.217813090979125,-0.0300675619791212
"ACO2",-0.371414640565796,0.158032981371785
"ACOD1",1.53188475769396,-0.972973956942015
"ACOT1",-0.0345567797192848,-0.205449486392757
"ACOT11",0.816767990907687,-0.429939500896761
"ACOT13",-0.512904933495401,-0.240129226793292
