"EnsemblGeneID","WaldStatistic"
"ENSG00000153044",10.3416730875266
"ENSG00000206579",10.3098174169973
"ENSG00000198056",10.2548893166694
"ENSG00000079435",10.2467481542434
"ENSG00000158062",10.2456271439725
"ENSG00000213347",10.2450455390525
"ENSG00000153487",10.1605676081516
"ENSG00000101412",10.1385467017717
"ENSG00000112659",10.131100669695
"ENSG00000164303",10.120486429643
"ENSG00000137731",10.1125025026112
"ENSG00000249242",10.1059875492067
"ENSG00000076003",10.057575415605
"ENSG00000177788",10.0172516619133
"ENSG00000086619",10.0070509441517
"ENSG00000261115",10.006277878819
"ENSG00000179314",10.0030455340233
"ENSG00000176244",10.0020536331642
"ENSG00000273172",9.9909183782041
"ENSG00000179604",9.98862473086701
"ENSG00000179008",9.95644345620556
"ENSG00000196632",9.94258690104402
"ENSG00000187068",9.91486113090353
"ENSG00000205089",9.91384598567901
"ENSG00000132570",9.91354672644305
"ENSG00000151849",9.91156175569762
"ENSG00000188060",9.90395884780383
"ENSG00000164576",9.89715256652157
"ENSG00000099769",9.89346153750843
"ENSG00000196167",9.86765093497936
"ENSG00000145721",9.85425614191758
"ENSG00000189308",9.83090616518142
"ENSG00000005189",9.82318020276996
"ENSG00000221887",9.82205733670582
"ENSG00000077684",9.80880155943598
"ENSG00000177301",9.78822292372969
"ENSG00000153132",9.78627016762405
"ENSG00000084652",9.74310179366746
"ENSG00000177595",9.74112303761573
"ENSG00000100307",9.73995809994299
"ENSG00000137310",9.71814819538192
"ENSG00000189057",9.67034418257813
"ENSG00000184445",9.66393564879787
"ENSG00000089820",9.66130224063515
"ENSG00000177943",9.65414244859453
"ENSG00000101883",9.58659314739346
"ENSG00000105397",9.585274736422
"ENSG00000006062",9.54677062878088
"ENSG00000173611",9.52017080509336
"ENSG00000141668",9.47429377824556
"ENSG00000263080",9.46973331415999
"ENSG00000122966",9.44188355533964
"ENSG00000143995",9.42969269781869
"ENSG00000175087",9.39506956838237
"ENSG00000177103",9.38396762457345
"ENSG00000124678",9.37424670574255
"ENSG00000162878",9.37327713104785
"ENSG00000006047",9.35669079359439
"ENSG00000158164",9.35110374698268
"ENSG00000117461",9.34897664400923
"ENSG00000198046",9.34406252546108
"ENSG00000003987",9.32981515640192
"ENSG00000180011",9.32489602605122
"ENSG00000070950",9.31369735591437
"ENSG00000249115",9.30184702567844
"ENSG00000007171",9.27829667156646
"ENSG00000213904",9.27461250475879
"ENSG00000170734",9.21161121723942
"ENSG00000158402",9.15975228763029
"ENSG00000175643",9.15510022130217
