"Gene","log2FC","pvalue","padj","baseMean"
"AC104534.1",2.82217383672638,1.74087755830235e-27,9.63672443940259e-25,8.24036935456994
"KASH5",5.14949657560259,2.31736909588641e-27,1.25946903662248e-24,20.9096080011305
"GPR137C",1.97028933619883,2.98678352753226e-27,1.59430237866061e-24,63.7026002304208
"AC016876.1",1.60160211296335,4.59870404182745e-27,2.41165721435625e-24,244.566977357572
"AC104794.3",1.6889746757774,9.54112618716489e-27,4.91729903425401e-24,121.247870304312
"TCAM1P",4.43760101971255,1.5427191031979e-26,7.81609481911725e-24,81.7319937844825
"SLC35F3",-3.27579446872427,1.66439754205938e-26,8.29202855453983e-24,238.088376766671
"CPEB1",2.89679794587132,2.19338494896589e-26,1.07483053925391e-23,33.8379192460431
"SLFN13",2.3411907023359,2.70940490525366e-26,1.3062827649652e-23,992.780598248494
"FANCL",1.04838013000258,3.12994029528975e-26,1.46187773916877e-23,602.421901525459
"MGA",0.929408389604746,3.08169955891673e-26,1.46187773916877e-23,2802.5317002332
"PARM1",2.92289562908949,4.52345583888995e-26,2.08023295286305e-23,1722.12658188651
"SLF1",1.05036994227251,4.98408286832856e-26,2.25733644091026e-23,455.26328490101
"ABCA3",3.3236370461087,1.14808922083699e-25,5.12219149093424e-23,1249.15617203038
"SHOC1",1.91270714936393,1.28571276613161e-25,5.65184205958913e-23,111.636997072588
"RFPL1S",3.2948697666186,3.25793844265933e-25,1.41139559315902e-22,20.4387886827217
"E2F8",1.35997003710522,4.61370957308961e-25,1.97018580798278e-22,549.062325044175
"LIPE",1.93825626445509,6.73891800467964e-25,2.83717939430822e-22,341.7780615455
"FKBP9",-1.20672391034671,7.09902885178969e-25,2.90690644435202e-22,10108.7551319502
"SLC3A2",-1.39065463208317,7.03621486375429e-25,2.90690644435202e-22,24407.7568929223
"CLGN",4.01616217912741,1.08660276108327e-24,4.38928780193257e-22,149.831371635808
"INPP5F",1.03197030758901,1.1505873497885e-24,4.58578094131707e-22,1482.65964936147
"CRB2",4.32635926115205,2.08917677872744e-24,8.21706214075271e-22,100.186124966655
"YPEL1",2.22349702926671,2.13243567577623e-24,8.27828145718223e-22,61.1116829902681
"RBBP4",0.781462479182341,2.4681905611072e-24,9.45886567341237e-22,5099.12249407512
"ACBD7",2.87849756854717,2.5201985496031e-24,9.53592089173873e-22,108.279511179575
"MEIOC",2.00158214923265,3.05892700567946e-24,1.14296807567213e-21,23.9107626556534
"DYRK1A",0.694794764797185,3.16602879695161e-24,1.16838188640096e-21,3853.25106052967
"FOLR3",-4.08511243470133,3.45021677251669e-24,1.24836045077267e-21,162.650834455243
"AL033397.1",-6.88758263038524,3.4662758401623e-24,1.24836045077267e-21,398.402321865951
"MCM5",1.09825507856165,4.0890802862087e-24,1.4551284275637e-21,7079.90436902189
"RDH12",-4.0800081614196,4.22494137593014e-24,1.48578761893299e-21,679.651368354912
"TRAF2",1.22699621926456,5.22576356189719e-24,1.81637819060734e-21,2002.76949731877
"CCNE2",1.54326066287722,5.71592627146596e-24,1.96391342651334e-21,277.739169122336
"CHPF",-1.58184480946815,6.62248681447768e-24,2.2495383620269e-21,10601.5137260564
"MCM2",1.43796893050333,1.02975605167951e-23,3.4585918985173e-21,4614.12971098284
"COL4A4",3.12072150581823,1.29752966560598e-23,4.309528529366e-21,338.763491058077
"GPAT2",3.18079954308935,1.40867360569274e-23,4.62726059575466e-21,109.598691581064
"CENPK",1.46755074111002,2.60071870346269e-23,8.450074291729e-21,434.206433871988
"FAM81A",2.16881569019478,2.69241088527725e-23,8.65392969706534e-21,113.474013927555
"LMNB1",1.23088763144174,3.09419435495145e-23,9.83953804874563e-21,3926.76831860892
"MGAT3",3.13118796534701,4.16172922201049e-23,1.3094990516246e-20,653.13809031232
"ZNF367",1.58152614149418,5.03431996676758e-23,1.56756137965226e-20,820.096436199986
"BRD8",0.869606052402136,5.48486234010341e-23,1.6902423203131e-20,1821.62109036558
"AL831711.1",2.67353443530696,6.47618753349931e-23,1.97536936480981e-20,18.2529578074716
"IGFL2",-3.65210433407876,8.11131046340389e-23,2.44912416537443e-20,659.217296411448
"EFNB3",-2.50511465081107,1.06159098671882e-22,3.17330777749991e-20,281.2669223313
"GCK",3.07762242738459,1.32131070261178e-22,3.91055638836349e-20,45.1902472638493
"KLK5",-4.22609300878032,1.56970203186217e-22,4.60015030749255e-20,6251.36062164462
"RAMP2-AS1",2.5254249873818,1.96337438416117e-22,5.69797932925686e-20,34.2925543933331
"LGI2",3.16679576865307,2.39795535426081e-22,6.8922770624581e-20,330.428967798515
"TXNDC16",1.32203094050564,2.79186863756895e-22,7.94805117278201e-20,517.064928208249
"WNK3",2.87794884451937,2.97170954814984e-22,8.38022092578254e-20,80.9269016998048
"E2F1",1.52861244196409,3.58143726790025e-22,1.00052638142125e-19,1263.17404174398
"C14orf39",3.53751548349618,4.29523113196174e-22,1.1888245277463e-19,12.0439717526914
"VCAM1",3.08586973729874,4.42263589639441e-22,1.2128571762846e-19,2820.02970621726
"SIM2",3.31525636071939,4.68998528628447e-22,1.27448218343287e-19,403.615756814592
"TCIM",2.69970833329834,5.36732575178353e-22,1.43283451662142e-19,1182.44370556525
"AL121929.2",2.52957322666139,5.36857573469823e-22,1.43283451662142e-19,23.8086691542148
"WDR48",0.79551050700722,5.8028579824228e-22,1.53503567089011e-19,1704.50591638417
"CDC7",1.20350191162178,6.89677743437487e-22,1.8084076409503e-19,651.092635313467
"GRIN2A",4.11225825970252,7.37046329327516e-22,1.91580772837027e-19,212.703591984202
"SLC7A5",-1.91157070423562,7.63007686449807e-22,1.96619187615152e-19,43735.2077178517
"TCHHL1",-4.46898091177456,9.9931153077616e-22,2.55311284427017e-19,50.4218633750101
"WDR76",1.32883671803977,1.07832537275479e-21,2.73163576630393e-19,1081.67362212024
"PAX1",4.69687301106769,1.13375916892129e-21,2.84792681322649e-19,581.465570324861
"MYO3A",4.42000102849216,1.16664106002664e-21,2.90610288052637e-19,219.383801120262
"TBR1",4.96269641428441,1.19602280879382e-21,2.95467056202189e-19,5.16513547568048
"RTN4",-0.915094199042487,1.20927366206535e-21,2.96291871364405e-19,19349.2348282469
"CEP120",0.894706098129405,1.26256117806888e-21,3.06833160445813e-19,852.345082645787
"GGA2",0.995410139181803,1.45263665373077e-21,3.50179152042904e-19,4848.77236263412
"TIMELESS",0.994959195291043,1.49067593337636e-21,3.5647428000389e-19,3980.10499349063
"ACTN1",-1.54593188583736,1.56239498860203e-21,3.70659611105492e-19,34043.2248362822
"MMP17",-1.76911995849444,1.57721295213525e-21,3.7122873673407e-19,444.502581667578
"DSCAML1",3.09802863049876,1.85616930024992e-21,4.30382444611536e-19,25.5515451871533
"LUARIS",-3.05593600339864,1.85733090308069e-21,4.30382444611536e-19,58.2050681967468
"CBFA2T2",1.11503871872277,2.56887735019163e-21,5.90683705784062e-19,2096.83720780846
"AC007191.1",1.72822766674999,2.82591821170121e-21,6.44827077741774e-19,36.6234355855159
"BARD1",1.13177913663352,3.78805430643425e-21,8.57822116120701e-19,768.52775180852
"CES1",-5.13813239066247,4.03509092355427e-21,9.06894269826196e-19,4978.2531473209
"BRIP1",1.26297009413614,4.21344924052643e-21,9.39913617147881e-19,780.004078499224
"IGFL3",-4.75726005325755,4.43946981924183e-21,9.82997272865014e-19,168.392695170375
"MUCL1",-4.65655862758979,4.50321583952338e-21,9.897803520223e-19,412.951499713356
"CDH7",5.33821159164823,4.78294849335723e-21,1.04359048440463e-18,10.5953574274112
