"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"A4GNT","ENSG00000118017.4","Higher in HPV-positive",2.68,1.266,0.00303,0.0103
"IGLV9-49","ENSG00000223350.2","Higher in HPV-positive",286.85,1.608,0.00305,0.0103
"AC097493.3","ENSG00000284648.1","Higher in HPV-positive",3.5,1.315,0.00305,0.0103
"U62631.1","ENSG00000269553.1","Higher in HPV-positive",1.31,1.543,0.00306,0.0104
"AC005625.1","ENSG00000266963.1","Higher in HPV-positive",0.81,2.411,0.00306,0.0104
"LINC02004","ENSG00000240006.1","Higher in HPV-positive",5.95,1.164,0.00307,0.0104
"CYP4F23P","ENSG00000269516.6","Higher in HPV-positive",5.72,1.585,0.00308,0.0104
"HS1BP3-IT1","ENSG00000231948.2","Higher in HPV-negative",22.52,-1.027,0.0031,0.0105
"FCN2","ENSG00000160339.16","Higher in HPV-positive",0.92,2.039,0.00311,0.0105
"WASIR2","ENSG00000231439.4","Higher in HPV-positive",4.83,1.08,0.00313,0.0105
"SMTNL2","ENSG00000188176.12","Higher in HPV-positive",178.58,1.359,0.00316,0.0106
"HMGB3P8","ENSG00000227096.1","Higher in HPV-negative",2.44,-1.625,0.00316,0.0106
"AP001057.1","ENSG00000232124.3","Higher in HPV-positive",7.28,1.158,0.00317,0.0106
"PCDHA11","ENSG00000249158.7","Higher in HPV-negative",5.16,-1.929,0.00318,0.0107
"AL138767.3","ENSG00000225913.2","Higher in HPV-positive",3.12,1.228,0.00318,0.0107
"AL009176.1","ENSG00000285887.1","Higher in HPV-negative",21.63,-1.491,0.00318,0.0107
"LINC02814","ENSG00000236975.2","Higher in HPV-positive",3.28,1.05,0.00319,0.0107
"RPS2P24","ENSG00000244019.1","Higher in HPV-positive",1.88,1.21,0.00319,0.0107
"KCNA3","ENSG00000177272.9","Higher in HPV-positive",73.55,1.028,0.00321,0.0108
"AL592293.1","ENSG00000215237.6","Higher in HPV-negative",6.93,-1.08,0.00322,0.0108
"AL109918.1","ENSG00000216775.3","Higher in HPV-positive",391.6,1.024,0.00322,0.0108
"TUBA3E","ENSG00000152086.9","Higher in HPV-negative",2.79,-1.36,0.00322,0.0108
"KRT17P4","ENSG00000205312.8","Higher in HPV-negative",2.09,-1.462,0.00323,0.0108
"PPIAP28","ENSG00000226633.2","Higher in HPV-negative",3.38,-1.188,0.00322,0.0108
"AL161669.1","ENSG00000259444.1","Higher in HPV-positive",3.17,1.316,0.00324,0.0109
"OCLNP1","ENSG00000230847.4","Higher in HPV-positive",2.94,1.198,0.00325,0.0109
"LINC02474","ENSG00000228437.5","Higher in HPV-negative",2.02,-1.778,0.00325,0.0109
"EIF1P4","ENSG00000262154.1","Higher in HPV-positive",2.46,1.701,0.00326,0.0109
"AC007220.1","ENSG00000263033.2","Higher in HPV-positive",9.71,1.052,0.00326,0.0109
"MFFP1","ENSG00000215720.4","Higher in HPV-positive",1.01,1.477,0.00327,0.0109
"LRFN5","ENSG00000165379.13","Higher in HPV-negative",31.39,-1.022,0.00328,0.011
"MAGEB17","ENSG00000182798.10","Higher in HPV-negative",4.29,-1.516,0.00328,0.011
"DENND5B-AS1","ENSG00000255867.1","Higher in HPV-negative",5.97,-1.302,0.00329,0.011
"PEBP1P3","ENSG00000236278.2","Higher in HPV-positive",1.02,1.354,0.0033,0.011
"AL513548.3","ENSG00000275846.1","Higher in HPV-positive",1.01,1.241,0.00333,0.0111
"AL138716.1","ENSG00000286805.1","Higher in HPV-negative",3.18,-1.399,0.00334,0.0111
"LINC02016","ENSG00000244215.2","Higher in HPV-negative",7.9,-1.91,0.00335,0.0111
"AC092919.1","ENSG00000240497.3","Higher in HPV-positive",1.4,1.305,0.00335,0.0112
"MROH2A","ENSG00000185038.14","Higher in HPV-positive",149.2,1.592,0.00338,0.0112
"ORM2","ENSG00000228278.5","Higher in HPV-negative",3.24,-1.258,0.00338,0.0112
"AC009623.1","ENSG00000253100.2","Higher in HPV-positive",1.68,2.301,0.0034,0.0113
"AC068774.1","ENSG00000287388.1","Higher in HPV-negative",5.5,-2.48,0.00342,0.0113
"FTLP10","ENSG00000250426.2","Higher in HPV-positive",11.03,1.735,0.00343,0.0114
"RNU2-11P","ENSG00000239122.1","Higher in HPV-positive",1.43,1.186,0.00344,0.0114
"AC011767.1","ENSG00000259425.5","Higher in HPV-positive",1.47,1.413,0.00346,0.0115
"AL359976.1","ENSG00000230987.2","Higher in HPV-negative",2.36,-1.431,0.00346,0.0115
"ANKRD20A1","ENSG00000260691.6","Higher in HPV-positive",1.88,1.049,0.00347,0.0115
"SNORD93","ENSG00000221740.1","Higher in HPV-negative",2.61,-1.024,0.00349,0.0116
"AL390728.3","ENSG00000224014.1","Higher in HPV-positive",1.75,1.111,0.0035,0.0116
"LINC-ROR","ENSG00000258609.3","Higher in HPV-negative",5.2,-1.266,0.0035,0.0116
"AC092484.1","ENSG00000225107.1","Higher in HPV-negative",4.08,-2.464,0.0035,0.0116
"CYP2C19","ENSG00000165841.11","Higher in HPV-positive",10.07,1.161,0.0035,0.0116
"AC007848.1","ENSG00000255983.1","Higher in HPV-positive",11.47,1.109,0.00351,0.0116
"LINC02392","ENSG00000258183.6","Higher in HPV-negative",3.25,-1.363,0.00351,0.0116
"TRBV30","ENSG00000237254.2","Higher in HPV-positive",11.71,1.117,0.00352,0.0116
"AC012574.2","ENSG00000254002.2","Higher in HPV-positive",0.99,2.252,0.00354,0.0117
"OTP","ENSG00000171540.8","Higher in HPV-positive",2.27,1.346,0.0036,0.0119
"FER1L6-AS2","ENSG00000253868.4","Higher in HPV-negative",4.83,-2.625,0.00361,0.0119
"TRAV18","ENSG00000211798.3","Higher in HPV-positive",2.03,1.13,0.00364,0.012
"HAO2","ENSG00000116882.15","Higher in HPV-positive",3.55,1.175,0.00364,0.012
"AC023509.5","ENSG00000275488.1","Higher in HPV-positive",1.04,1.538,0.00365,0.012
"AC009159.1","ENSG00000275040.1","Higher in HPV-positive",1.46,1.215,0.00367,0.0121
"EDN2","ENSG00000127129.10","Higher in HPV-positive",787.84,1.136,0.00369,0.0121
"LBP","ENSG00000129988.6","Higher in HPV-positive",73.66,1.235,0.0037,0.0121
"AC012668.3","ENSG00000237525.7","Higher in HPV-negative",2.16,-1.859,0.0037,0.0122
"AC012501.2","ENSG00000227400.2","Higher in HPV-negative",1.88,-1.719,0.00371,0.0122
"C20orf141","ENSG00000258713.3","Higher in HPV-negative",3.51,-1.482,0.00372,0.0122
"CR2","ENSG00000117322.18","Higher in HPV-positive",118.84,1.493,0.00375,0.0123
"OCM","ENSG00000122543.11","Higher in HPV-positive",1.92,1.097,0.00379,0.0124
"ATP2B2","ENSG00000157087.20","Higher in HPV-positive",36.44,1.195,0.00379,0.0124
"ST3GAL3-AS1","ENSG00000229444.1","Higher in HPV-positive",1.96,1.438,0.00385,0.0126
"AC053545.1","ENSG00000287692.1","Higher in HPV-negative",13.24,-1.353,0.00385,0.0126
"LINC01531","ENSG00000205786.8","Higher in HPV-positive",2.43,1.198,0.00386,0.0126
"AC008759.1","ENSG00000267490.1","Higher in HPV-negative",2.97,-2.425,0.00389,0.0127
"LINC01896","ENSG00000263146.2","Higher in HPV-positive",10.99,2.739,0.00389,0.0127
"AC008708.1","ENSG00000253357.1","Higher in HPV-negative",7.19,-1.786,0.0039,0.0127
"PROKR1","ENSG00000169618.7","Higher in HPV-positive",2.39,1.071,0.00391,0.0127
"C12orf77","ENSG00000226397.8","Higher in HPV-positive",3.75,1.304,0.00395,0.0129
"LEUTX","ENSG00000213921.8","Higher in HPV-positive",0.91,2.625,0.00396,0.0129
"ACTL8","ENSG00000117148.8","Higher in HPV-negative",31.43,-1.397,0.00399,0.013
"MIR5689HG","ENSG00000229401.1","Higher in HPV-negative",2.61,-1.145,0.004,0.013
"LINC02397","ENSG00000205056.8","Higher in HPV-positive",7.75,1.062,0.00403,0.0131
"RN7SL182P","ENSG00000241461.3","Higher in HPV-positive",0.58,2.051,0.00404,0.0131
"JCHAIN","ENSG00000132465.12","Higher in HPV-positive",6845.7,1.182,0.00404,0.0131
"IL17C","ENSG00000124391.5","Higher in HPV-negative",16.62,-1.372,0.00404,0.0131
"AL353613.1","ENSG00000232211.1","Higher in HPV-negative",1.41,-2.108,0.00406,0.0132
"PTPRVP","ENSG00000243323.7","Higher in HPV-positive",10.13,1.061,0.00407,0.0132
"AC119428.2","ENSG00000285954.1","Higher in HPV-positive",2.23,1.124,0.00412,0.0133
"AP002954.2","ENSG00000287238.1","Higher in HPV-negative",2.11,-1.466,0.00413,0.0134
"CBSL","ENSG00000274276.4","Higher in HPV-positive",17.75,1.397,0.00415,0.0134
"LINC01913","ENSG00000214691.9","Higher in HPV-positive",1.34,1.659,0.00416,0.0134
"LINGO4","ENSG00000213171.3","Higher in HPV-positive",7.17,1.123,0.00416,0.0134
"AC120036.3","ENSG00000254348.1","Higher in HPV-negative",4.91,-1.412,0.00416,0.0134
"S100A11P6","ENSG00000232813.1","Higher in HPV-positive",0.69,2.081,0.00416,0.0134
"CPN2","ENSG00000178772.7","Higher in HPV-negative",10.98,-1.119,0.00419,0.0135
"C10orf99","ENSG00000188373.5","Higher in HPV-negative",5729.6,-1.014,0.0042,0.0136
"KRT4","ENSG00000170477.13","Higher in HPV-negative",14942.6,-1.488,0.00421,0.0136
"TRPM1","ENSG00000134160.14","Higher in HPV-negative",9.27,-1.39,0.00422,0.0136
"PTCHD3P2","ENSG00000231550.1","Higher in HPV-positive",3.73,1.165,0.00424,0.0137
"MYMK","ENSG00000187616.5","Higher in HPV-negative",30.44,-1.876,0.00424,0.0137
"LINC02764","ENSG00000255484.2","Higher in HPV-negative",1.27,-1.642,0.00425,0.0137
"AC008780.1","ENSG00000287709.1","Higher in HPV-negative",2.03,-1.598,0.00425,0.0137
"AC096992.1","ENSG00000242968.1","Higher in HPV-positive",1.31,1.096,0.00426,0.0137
"IL13RA2","ENSG00000123496.8","Higher in HPV-negative",81.59,-1.126,0.00427,0.0138
"LINC02029","ENSG00000241544.2","Higher in HPV-negative",4.64,-1.063,0.00431,0.0139
"TNRC18P2","ENSG00000223566.1","Higher in HPV-positive",3.45,1.217,0.00432,0.0139
"DDX4","ENSG00000152670.19","Higher in HPV-positive",2.62,1.554,0.00432,0.0139
"VSTM2L","ENSG00000132821.12","Higher in HPV-positive",272.86,1.028,0.00433,0.0139
"AC107222.2","ENSG00000287433.1","Higher in HPV-positive",0.63,2.735,0.00434,0.0139
"AL157414.4","ENSG00000288086.1","Higher in HPV-negative",1.92,-1.722,0.00434,0.0139
"CALHM3","ENSG00000183128.7","Higher in HPV-negative",8.15,-1.349,0.00436,0.014
"AF222684.1","ENSG00000288536.1","Higher in HPV-negative",1.77,-1.784,0.00436,0.014
"LRRC38","ENSG00000162494.6","Higher in HPV-negative",60.4,-1.242,0.00438,0.014
"AC010175.1","ENSG00000256427.2","Higher in HPV-positive",2.89,1.1,0.00438,0.014
"AC245517.5","ENSG00000275361.1","Higher in HPV-positive",1.38,1.734,0.00439,0.0141
"RNF14P4","ENSG00000223500.1","Higher in HPV-positive",0.9,1.566,0.00442,0.0142
"CLC","ENSG00000105205.7","Higher in HPV-negative",7.88,-1.516,0.00442,0.0142
"BSN-DT","ENSG00000226913.2","Higher in HPV-positive",1.27,1.155,0.00444,0.0142
"SNED1-AS1","ENSG00000225521.1","Higher in HPV-positive",3.91,1.221,0.00445,0.0142
"AC009118.2","ENSG00000276131.1","Higher in HPV-negative",1.54,-1.626,0.00446,0.0142
"CACNG5","ENSG00000075429.9","Higher in HPV-positive",12.1,1.329,0.00446,0.0143
"CYCSP6","ENSG00000214429.3","Higher in HPV-negative",60.84,-1.244,0.00446,0.0143
"AP001005.3","ENSG00000282965.1","Higher in HPV-positive",2.64,1.086,0.00448,0.0143
"CHST5","ENSG00000135702.14","Higher in HPV-positive",1.29,1.306,0.00448,0.0143
"FOLR1P1","ENSG00000256518.3","Higher in HPV-negative",6.22,-1.988,0.00449,0.0143
"COCH","ENSG00000100473.18","Higher in HPV-positive",154.89,1.219,0.0045,0.0144
"AL589645.1","ENSG00000287368.1","Higher in HPV-positive",1.55,1.476,0.0045,0.0144
"AL359881.1","ENSG00000269978.1","Higher in HPV-positive",2.36,1.227,0.00451,0.0144
"CDH22","ENSG00000149654.11","Higher in HPV-negative",55.54,-1.345,0.00452,0.0144
"AC110998.1","ENSG00000253223.1","Higher in HPV-positive",1.55,1.192,0.00455,0.0145
"DLGAP1-AS5","ENSG00000261520.5","Higher in HPV-positive",15.45,2.109,0.00455,0.0145
"AL354743.1","ENSG00000286518.1","Higher in HPV-negative",4.29,-1.444,0.00455,0.0145
"AC008798.2","ENSG00000286538.1","Higher in HPV-negative",3.46,-1.327,0.00455,0.0145
"CYP2C23P","ENSG00000283232.1","Higher in HPV-negative",1.16,-1.639,0.00457,0.0145
"NWD1","ENSG00000188039.16","Higher in HPV-positive",100.62,1.065,0.00458,0.0146
"NKAIN4","ENSG00000101198.15","Higher in HPV-negative",17.13,-1.104,0.00459,0.0146
"AC104135.1","ENSG00000236209.1","Higher in HPV-positive",4.3,1.192,0.00459,0.0146
"PROM1","ENSG00000007062.12","Higher in HPV-negative",233.14,-1.525,0.0046,0.0146
"FOXJ1","ENSG00000129654.8","Higher in HPV-positive",149.67,1.62,0.00461,0.0146
"RPL34P22","ENSG00000244267.1","Higher in HPV-positive",1.47,1.074,0.00467,0.0148
"AC005725.1","ENSG00000264727.1","Higher in HPV-negative",10.11,-1.548,0.00469,0.0149
"PRICKLE2-DT","ENSG00000244564.2","Higher in HPV-negative",2.42,-1.159,0.00469,0.0149
"PRB1","ENSG00000251655.6","Higher in HPV-negative",2.79,-2.427,0.00471,0.0149
"CFAP100","ENSG00000163885.12","Higher in HPV-positive",5.7,1.007,0.00472,0.015
"LAMA5-AS1","ENSG00000228812.7","Higher in HPV-positive",2.52,1.016,0.00475,0.015
"HSFY3P","ENSG00000227289.2","Higher in HPV-positive",1.21,1.552,0.00478,0.0151
"VWA3A","ENSG00000175267.15","Higher in HPV-positive",9.5,1.27,0.0048,0.0152
"LINC00365","ENSG00000224511.2","Higher in HPV-positive",11.9,1.072,0.0048,0.0152
"MIR7-3HG","ENSG00000176840.12","Higher in HPV-positive",1.81,1.43,0.00482,0.0152
"LINC00402","ENSG00000235532.1","Higher in HPV-positive",8,1.225,0.00482,0.0152
"NAP1L6P","ENSG00000204118.2","Higher in HPV-negative",4.76,-1.651,0.00484,0.0153
"Y_RNA","ENSG00000201464.1","Higher in HPV-negative",0.8,-2.082,0.00484,0.0153
"AP002478.1","ENSG00000266401.2","Higher in HPV-negative",5.55,-1.331,0.00487,0.0154
"LINC02843","ENSG00000228189.5","Higher in HPV-negative",7.97,-1.816,0.0049,0.0154
"TLR8-AS1","ENSG00000233338.1","Higher in HPV-negative",1.17,-1.509,0.0049,0.0154
"AC106799.2","ENSG00000248973.3","Higher in HPV-negative",21.19,-1.156,0.00491,0.0155
"RN7SKP106","ENSG00000222764.1","Higher in HPV-negative",1.58,-1.424,0.00494,0.0156
"DAO","ENSG00000110887.8","Higher in HPV-positive",2,1.262,0.00495,0.0156
"CA6","ENSG00000131686.15","Higher in HPV-negative",11.44,-1.352,0.00496,0.0156
"AC084816.1","ENSG00000256995.8","Higher in HPV-positive",21.21,1.659,0.00503,0.0158
"LINC01093","ENSG00000249173.6","Higher in HPV-negative",2.74,-1.305,0.00503,0.0158
"AL138962.1","ENSG00000228573.1","Higher in HPV-negative",1.29,-1.62,0.00505,0.0158
"BICRA-AS1","ENSG00000269806.1","Higher in HPV-positive",1.95,1.655,0.00505,0.0158
"NLRP9","ENSG00000185792.10","Higher in HPV-positive",2.04,1.095,0.00506,0.0158
"SH2D6","ENSG00000152292.17","Higher in HPV-positive",4.61,1.098,0.00507,0.0159
"CNR2","ENSG00000188822.8","Higher in HPV-positive",24.73,1.039,0.00509,0.0159
"AC116165.3","ENSG00000278552.1","Higher in HPV-positive",0.59,2.702,0.0051,0.016
"SHISA9","ENSG00000237515.9","Higher in HPV-positive",16.13,1.398,0.00512,0.016
"AL157996.1","ENSG00000280073.1","Higher in HPV-positive",2.42,1.335,0.00513,0.016
"RN7SL151P","ENSG00000244230.3","Higher in HPV-negative",3.37,-1.31,0.00516,0.0161
"GLIS2-AS1","ENSG00000262686.1","Higher in HPV-negative",3.51,-1.045,0.0052,0.0162
"CWH43","ENSG00000109182.12","Higher in HPV-negative",905.81,-1.339,0.00521,0.0162
"MOGAT3","ENSG00000106384.12","Higher in HPV-positive",2.65,1.592,0.00524,0.0163
"CLK2P1","ENSG00000232553.3","Higher in HPV-positive",1.69,1.13,0.00524,0.0163
"TAS2R38","ENSG00000257138.1","Higher in HPV-negative",2.89,-1.181,0.00525,0.0163
"ZNF474-AS1","ENSG00000249610.1","Higher in HPV-negative",5.24,-1.227,0.00526,0.0163
"RIMS4","ENSG00000101098.13","Higher in HPV-positive",22.05,1.356,0.00528,0.0164
"AL121906.1","ENSG00000271803.1","Higher in HPV-positive",0.71,1.509,0.00529,0.0164
"MUC19","ENSG00000205592.15","Higher in HPV-positive",5.71,1.74,0.00536,0.0166
"OLAH","ENSG00000152463.15","Higher in HPV-negative",10.69,-1.071,0.00536,0.0166
"LINC00858","ENSG00000229404.6","Higher in HPV-negative",8.51,-1.807,0.00536,0.0166
"LINC01160","ENSG00000231346.5","Higher in HPV-negative",174.82,-1.137,0.00539,0.0167
"AC244090.2","ENSG00000261773.1","Higher in HPV-positive",4.15,1.064,0.00541,0.0167
"ALX3","ENSG00000156150.9","Higher in HPV-positive",5.57,1.997,0.00542,0.0168
"RN7SL434P","ENSG00000241868.3","Higher in HPV-positive",1.33,1.254,0.00543,0.0168
"AL354751.3","ENSG00000275756.1","Higher in HPV-positive",1.35,1.29,0.00543,0.0168
"AC025884.2","ENSG00000259098.1","Higher in HPV-negative",20.34,-2.125,0.00544,0.0168
"TRBV10-1","ENSG00000211717.3","Higher in HPV-positive",1.11,1.504,0.00545,0.0168
"TRGV2","ENSG00000233306.2","Higher in HPV-positive",4.21,1.004,0.00545,0.0168
"CYP2A13","ENSG00000197838.5","Higher in HPV-positive",3.23,1.87,0.00546,0.0169
"ECEL1P1","ENSG00000204121.2","Higher in HPV-positive",1.21,2.039,0.00546,0.0169
"SPINK9","ENSG00000204909.8","Higher in HPV-negative",2.29,-1.454,0.00552,0.017
"AL391704.1","ENSG00000224750.6","Higher in HPV-negative",5.68,-1.204,0.00554,0.0171
"DIPK1C","ENSG00000187773.8","Higher in HPV-negative",34.72,-1.371,0.00555,0.0171
"AL158195.1","ENSG00000286191.1","Higher in HPV-positive",4.68,1.479,0.00555,0.0171
"BEND3P2","ENSG00000224809.2","Higher in HPV-positive",3.02,1.643,0.00556,0.0171
"FABP6-AS1","ENSG00000247699.2","Higher in HPV-positive",2.5,1.141,0.00557,0.0172
"GCGR","ENSG00000215644.10","Higher in HPV-positive",20.86,1.27,0.00558,0.0172
"AGXT","ENSG00000172482.5","Higher in HPV-positive",3.14,1.269,0.00558,0.0172
"AC090578.2","ENSG00000271156.1","Higher in HPV-negative",1.88,-1.678,0.00561,0.0173
"AL450345.2","ENSG00000287550.1","Higher in HPV-negative",7.75,-1.76,0.00561,0.0173
"AC016995.1","ENSG00000287313.1","Higher in HPV-negative",7.84,-1.22,0.00563,0.0173
"LINC00391","ENSG00000238230.2","Higher in HPV-positive",2.24,1.356,0.00567,0.0174
"PLAAT1","ENSG00000127252.7","Higher in HPV-positive",87.1,1.012,0.0057,0.0175
"AC010536.2","ENSG00000260671.2","Higher in HPV-positive",2.65,1.003,0.00573,0.0176
"JAKMIP2-AS1","ENSG00000280780.2","Higher in HPV-negative",1.8,-1.899,0.00575,0.0176
"CPA6","ENSG00000165078.13","Higher in HPV-negative",114.92,-1.044,0.00577,0.0177
"AC025154.2","ENSG00000257588.1","Higher in HPV-positive",6.46,1.827,0.0058,0.0178
"AC087564.1","ENSG00000285367.1","Higher in HPV-negative",1.26,-1.411,0.00582,0.0178
"PROX1-AS1","ENSG00000230461.9","Higher in HPV-positive",11.66,1.032,0.00583,0.0178
"AC004817.5","ENSG00000286423.1","Higher in HPV-negative",8.25,-1.092,0.00587,0.0179
"AC034207.1","ENSG00000249921.2","Higher in HPV-positive",1.97,1.059,0.0059,0.018
"SLC7A4","ENSG00000099960.13","Higher in HPV-negative",153.88,-1.159,0.00592,0.0181
"LINC01399","ENSG00000233080.3","Higher in HPV-negative",5.75,-1.314,0.00593,0.0181
"AP002992.1","ENSG00000255236.3","Higher in HPV-positive",2.48,1.334,0.00594,0.0181
"AL133395.1","ENSG00000287047.1","Higher in HPV-positive",3.43,2.632,0.00596,0.0182
"PRDX2P1","ENSG00000215049.3","Higher in HPV-positive",2.38,1.493,0.00597,0.0182
"OR7A5","ENSG00000188269.10","Higher in HPV-negative",11.46,-1.556,0.00603,0.0183
"TRIM10","ENSG00000204613.11","Higher in HPV-positive",6.92,1.198,0.00606,0.0184
"RNF17","ENSG00000132972.19","Higher in HPV-positive",8.61,1.137,0.0061,0.0185
"KRT16P2","ENSG00000227300.12","Higher in HPV-negative",1526.6,-1.242,0.00616,0.0187
"LRRC2","ENSG00000163827.13","Higher in HPV-positive",104.4,1.144,0.00616,0.0187
"MSTN","ENSG00000138379.5","Higher in HPV-positive",3.59,1.084,0.00617,0.0187
"MAGEA4-AS1","ENSG00000229967.1","Higher in HPV-negative",23.27,-2.075,0.00618,0.0187
"AP002414.1","ENSG00000212712.2","Higher in HPV-negative",1.32,-1.844,0.00621,0.0188
"DNMT3L","ENSG00000142182.9","Higher in HPV-positive",1.36,1.714,0.00622,0.0188
"AC010789.1","ENSG00000224817.2","Higher in HPV-negative",54.28,-1.785,0.00625,0.0189
"AL356489.3","ENSG00000287063.1","Higher in HPV-negative",1.33,-1.608,0.00629,0.019
"ANKRD18CP","ENSG00000159712.10","Higher in HPV-positive",2.17,1.156,0.0063,0.019
"C17orf98","ENSG00000275489.2","Higher in HPV-positive",1.6,1.409,0.00631,0.019
"AC139769.2","ENSG00000267924.1","Higher in HPV-negative",17.93,-1.664,0.00633,0.0191
"AC007686.1","ENSG00000243225.2","Higher in HPV-negative",15.15,-1.255,0.00633,0.0191
"FCER2","ENSG00000104921.15","Higher in HPV-positive",37.92,1.267,0.00636,0.0192
"MGST1","ENSG00000008394.13","Higher in HPV-negative",2344.01,-1.223,0.00638,0.0192
"AL162411.1","ENSG00000236924.1","Higher in HPV-negative",3.95,-1.392,0.00638,0.0192
"KIR3DL3","ENSG00000242019.1","Higher in HPV-positive",1.39,1.617,0.00638,0.0192
"C5orf49","ENSG00000215217.7","Higher in HPV-positive",11.97,1.186,0.0064,0.0193
"RNVU1-4","ENSG00000277610.1","Higher in HPV-positive",1.08,1.116,0.00645,0.0194
"ANKRD44-AS1","ENSG00000231621.1","Higher in HPV-positive",2.58,1.173,0.00645,0.0194
"AL121790.2","ENSG00000259087.5","Higher in HPV-positive",9.62,1.189,0.00647,0.0194
"AL033539.2","ENSG00000286954.1","Higher in HPV-negative",2.04,-1.803,0.00649,0.0195
"AL049839.2","ENSG00000273259.3","Higher in HPV-positive",3.83,1.275,0.0065,0.0195
"PKIA-AS1","ENSG00000254266.6","Higher in HPV-positive",2.79,1.018,0.00653,0.0196
"DCSTAMP","ENSG00000164935.6","Higher in HPV-negative",38.76,-1.135,0.00662,0.0198
"METTL24","ENSG00000053328.8","Higher in HPV-negative",25.08,-1.057,0.00662,0.0198
"AC108206.1","ENSG00000260303.1","Higher in HPV-positive",1.25,1.704,0.00662,0.0198
"KRT8P38","ENSG00000226358.1","Higher in HPV-negative",3.56,-1.311,0.00664,0.0198
"C10orf90","ENSG00000154493.19","Higher in HPV-negative",8.62,-1.157,0.00665,0.0199
"KCNH1","ENSG00000143473.13","Higher in HPV-negative",39.35,-1.083,0.00665,0.0199
"AC073648.7","ENSG00000287972.1","Higher in HPV-positive",3.38,1.299,0.00666,0.0199
"TDRD15","ENSG00000218819.6","Higher in HPV-negative",6.94,-2.777,0.00671,0.02
"AC138356.3","ENSG00000253181.2","Higher in HPV-positive",1.09,1.892,0.00672,0.02
"PPBP","ENSG00000163736.4","Higher in HPV-negative",49.26,-1.214,0.00674,0.0201
"IL17F","ENSG00000112116.10","Higher in HPV-positive",2.76,1.554,0.00674,0.0201
"NPHS2","ENSG00000116218.13","Higher in HPV-positive",0.51,2.712,0.00675,0.0201
"AKR1B10P1","ENSG00000213606.3","Higher in HPV-negative",42.76,-1.184,0.00675,0.0201
"SERPIND1","ENSG00000099937.11","Higher in HPV-negative",11.04,-1.017,0.00679,0.0202
"TDGF1P6","ENSG00000241438.1","Higher in HPV-positive",2.24,1.232,0.0068,0.0202
"AC104071.1","ENSG00000251434.1","Higher in HPV-positive",0.91,2.758,0.00682,0.0203
"AL139035.2","ENSG00000287746.1","Higher in HPV-positive",0.93,1.929,0.00686,0.0204
"HNRNPA1P40","ENSG00000212961.4","Higher in HPV-negative",4.02,-1.047,0.00686,0.0204
"AL355482.1","ENSG00000224810.1","Higher in HPV-positive",1.84,1.56,0.00687,0.0204
"SPDYE7P","ENSG00000179994.11","Higher in HPV-positive",1.12,1.351,0.00688,0.0204
"USP32P2","ENSG00000233327.11","Higher in HPV-positive",1.41,1.1,0.00689,0.0204
"PLA2G4D","ENSG00000159337.7","Higher in HPV-negative",576.84,-1.179,0.0069,0.0205
"MSLNL","ENSG00000162006.9","Higher in HPV-positive",5.42,1.327,0.00691,0.0205
"HRAT17","ENSG00000234520.6","Higher in HPV-negative",1.42,-1.599,0.00692,0.0205
"HTR3E","ENSG00000186038.9","Higher in HPV-positive",10.55,1.434,0.00695,0.0206
"AC090877.2","ENSG00000259721.1","Higher in HPV-negative",2.86,-1.014,0.00695,0.0206
"RPS2P41","ENSG00000244060.2","Higher in HPV-positive",1.59,1.311,0.00697,0.0206
"TRBV23-1","ENSG00000211749.1","Higher in HPV-positive",1.46,1.376,0.00699,0.0207
"KIR3DL1","ENSG00000167633.18","Higher in HPV-positive",4.49,1.176,0.00699,0.0207
"IGHV3-64","ENSG00000223648.4","Higher in HPV-positive",103.06,1.397,0.007,0.0207
"CLCA4","ENSG00000016602.9","Higher in HPV-positive",1826.73,1.212,0.00701,0.0207
"AL023875.1","ENSG00000283737.1","Higher in HPV-negative",4.24,-1.258,0.00702,0.0207
"AL606970.3","ENSG00000234647.2","Higher in HPV-positive",1.34,1.374,0.00705,0.0208
"LINC02406","ENSG00000258144.2","Higher in HPV-positive",0.85,2.313,0.00705,0.0208
"AC019117.2","ENSG00000236318.2","Higher in HPV-positive",1.7,1.539,0.00707,0.0209
"PSORS1C3","ENSG00000204528.3","Higher in HPV-positive",16.63,1.054,0.00707,0.0209
"AC099670.3","ENSG00000285525.1","Higher in HPV-positive",1.14,1.746,0.00711,0.021
"SHISA3","ENSG00000178343.5","Higher in HPV-positive",6.48,1.251,0.00712,0.021
"TPTEP1","ENSG00000100181.22","Higher in HPV-negative",151.31,-1.078,0.00713,0.021
"AC018688.1","ENSG00000283443.1","Higher in HPV-positive",0.87,1.688,0.00717,0.0211
"AC037486.1","ENSG00000254303.1","Higher in HPV-negative",2.57,-1.162,0.00719,0.0212
"AC117464.1","ENSG00000287158.1","Higher in HPV-positive",15.1,1.444,0.0072,0.0212
"PRR23C","ENSG00000233701.3","Higher in HPV-positive",1.69,2.442,0.00722,0.0213
"LINC02303","ENSG00000258616.5","Higher in HPV-positive",1.27,2.084,0.00726,0.0214
"OR6N1","ENSG00000197403.4","Higher in HPV-negative",0.82,-1.82,0.0073,0.0215
"LINC01716","ENSG00000225657.2","Higher in HPV-positive",1.16,1.708,0.00731,0.0215
"SRRM4","ENSG00000139767.10","Higher in HPV-positive",4.43,1.034,0.00733,0.0215
